"","X","libelle.complet","index","libelle","numero","rue","arrondissement","N_SQ_AD"
"706",707,"ECOLE ÉLÉMENTAIRE 67 AVENUE SIMON BOLIVAR - PARIS 19",707,"ECOLE ÉLÉMENTAIRE","67","AV SIMON BOLIVAR",19,750020801
"707",708,"ECOLE MATERNELLE 1 RUE DE PALESTINE - PARIS 19",708,"ECOLE MATERNELLE","1","RUE DE PALESTINE",19,750019258
"708",709,"ECOLE ÉLÉMENTAIRE 4 RUE FESSART - PARIS 19",709,"ECOLE ÉLÉMENTAIRE","4","RUE FESSART",19,750015997
"709",710,"ECOLE MATERNELLE 11-17 RUE GEORGES THILL - PARIS 19",710,"ECOLE MATERNELLE","11-17","RUE GEORGES THILL",19,750149622
"710",711,"ECOLE ÉLÉMENTAIRE 160 AVENUE JEAN JAURES - PARIS 19",711,"ECOLE ÉLÉMENTAIRE","160","AV JEAN JAURES",19,750017232
"711",712,"ECOLE MATERNELLE 22-28 RUE TANDOU - PARIS 19",712,"ECOLE MATERNELLE","22-28","RUE TANDOU",19,750021028
"712",713,"ECOLE MATERNELLE 21 RUE COLETTE MAGNY - PARIS 19",713,"ECOLE MATERNELLE","21","RUE COLETTE MAGNY",19,750172252
"713",714,"ECOLE MATERNELLE 5 RUE DU NOYER DURAND - PARIS 19",714,"ECOLE MATERNELLE","5","RUE DU NOYER DURAND",19,750019025
"714",715,"ECOLE ÉLÉMENTAIRE 16 RUE DES CHEMINETS - PARIS 19",715,"ECOLE ÉLÉMENTAIRE","16","RUE DES CHEMINETS",19,750014523
"715",716,"ECOLE MATERNELLE 36 RUE FESSART - PARIS 19",716,"ECOLE MATERNELLE","36","RUE FESSART",19,750016016
"716",717,"ECOLE ÉLÉMENTAIRE 5 RUE DES ALOUETTES - PARIS 19",717,"ECOLE ÉLÉMENTAIRE","5","RUE DES ALOUETTES",19,750012972
"717",718,"ECOLE ÉLÉMENTAIRE 10 RUE HENRI NOGUERES - PARIS 19",718,"ECOLE ÉLÉMENTAIRE","10","RUE HENRI NOGUERES",19,750158779
"718",719,"COLLÈGE G BRASSENS 4 RUE ERIK SATIE - PARIS 19",719,"COLLÈGE G BRASSENS","4","RUE ERIK SATIE",19,750015797
"719",720,"ECOLE MATERNELLE 9 RUE DU GENERAL BRUNET - PARIS 19",720,"ECOLE MATERNELLE","9","RUE DU GENERAL BRUNET",19,750016404
"720",721,"ECOLE MATERNELLE 132 RUE D'AUBERVILLIERS - PARIS 19",721,"ECOLE MATERNELLE","132","RUE D'AUBERVILLIERS",19,750013654
"721",722,"ECOLE ÉLÉMENTAIRE 132 RUE D'AUBERVILLIERS - PARIS 19",722,"ECOLE ÉLÉMENTAIRE","132","RUE D'AUBERVILLIERS",19,750013654
"722",723,"ECOLE ÉLÉMENTAIRE 9 RUE PIERRE GIRARD - PARIS 19",723,"ECOLE ÉLÉMENTAIRE","9","RUE PIERRE GIRARD",19,750019533
"723",724,"ECOLE MATERNELLE 8 RUE SADI LECOINTE - PARIS 19",724,"ECOLE MATERNELLE","8","RUE SADI LECOINTE",19,750020361
"724",725,"COLLÈGE GUILLAUME BUDE 7 RUE JEAN QUARRE - PARIS 19",725,"COLLÈGE GUILLAUME BUDE","7","RUE JEAN QUARRE",19,750017305
"725",726,"ECOLE MATERNELLE 2 RUE JEAN MENANS - PARIS 19",726,"ECOLE MATERNELLE","2","RUE JEAN MENANS",19,750017298
"726",727,"ECOLE MATERNELLE 345-347 RUE DE BELLEVILLE - PARIS 19",727,"ECOLE MATERNELLE","345-347","RUE DE BELLEVILLE",19,750013786
"727",728,"ECOLE ÉLÉMENTAIRE B 16 RUE EUGENIE COTTON (ECOLE B - PARIS 19",728,"ECOLE ÉLÉMENTAIRE B","16","RUE EUGENIE COTTON (ECOLE B",19,750015895
"728",729,"ECOLE ÉLÉMENTAIRE A 16 RUE EUGENIE COTTON (ECOLE A - PARIS 19",729,"ECOLE ÉLÉMENTAIRE A","16","RUE EUGENIE COTTON (ECOLE A",19,750015895
"729",730,"ECOLE ÉLÉMENTAIRE 4 RUE GOUBET - PARIS 19",730,"ECOLE ÉLÉMENTAIRE","4","RUE GOUBET",19,750016627
"730",731,"ECOLE ÉLÉMENTAIRE B 30 RUE MANIN - PARIS 19",731,"ECOLE ÉLÉMENTAIRE B","30","RUE MANIN",19,750018221
"731",732,"ECOLE MATERNELLE 20 RUE EUGENIE COTTON - PARIS 19",732,"ECOLE MATERNELLE","20","RUE EUGENIE COTTON",19,750015897
"732",733,"ECOLE ÉLÉMENTAIRE 53 RUE EMILE BOLLAERT - PARIS 19",733,"ECOLE ÉLÉMENTAIRE","53","RUE EMILE BOLLAERT",19,750153665
"733",734,"ECOLE MATERNELLE 2-6 RUE DES BOIS - PARIS 19",734,"ECOLE MATERNELLE","2-6","RUE DES BOIS",19,750014147
"734",735,"ECOLE MATERNELLE 34 RUE MANIN - PARIS 19",735,"ECOLE MATERNELLE","34","RUE MANIN",19,750018223
"735",736,"ECOLE MATERNELLE 58 RUE ARCHEREAU - PARIS 19",736,"ECOLE MATERNELLE","58","RUE ARCHEREAU",19,750013254
"736",737,"ECOLE MATERNELLE 5 BIS RUE DE CAMBRAI - PARIS 19",737,"ECOLE MATERNELLE","5BIS","RUE DE CAMBRAI",19,750014319
"737",738,"ECOLE ÉLÉMENTAIRE 16 RUE TANDOU - PARIS 19",738,"ECOLE ÉLÉMENTAIRE","16","RUE TANDOU",19,750021025
"738",739,"ECOLE MATERNELLE 221 RUE SAINT DENIS - PARIS 02",739,"ECOLE MATERNELLE","221","RUE SAINT DENIS",2,750005658
"739",740,"ECOLE ÉLÉMENTAIRE 42 RUE DUSSOUBS - PARIS 02",740,"ECOLE ÉLÉMENTAIRE","42","RUE DUSSOUBS",2,750004049
"740",741,"ECOLE ÉLÉMENTAIRE 10 R HOSPITALIERES ST GERVAIS - PARIS 04",741,"ECOLE ÉLÉMENTAIRE","10","RUE HOSPITALIERES ST GERVAIS",4,750010523
"741",742,"COLLÈGE CHARLEMAGNE 13 RUE CHARLEMAGNE - PARIS 04",742,"COLLÈGE CHARLEMAGNE","13","RUE CHARLEMAGNE",4,750009969
"742",743,"ECOLE ÉLÉMENTAIRE 20 RUE ETIENNE MARCEL - PARIS 02",743,"ECOLE ÉLÉMENTAIRE","20","RUE ETIENNE MARCEL",2,750004090
"743",744,"COLLÈGE CESAR FRANCK 5 RUE DE LA JUSSIENNE - PARIS 02",744,"COLLÈGE CESAR FRANCK","5","RUE DE LA JUSSIENNE",2,750004372
"744",745,"ECOLE MATERNELLE 6 RUE ST GERMAIN L'AUXERROIS - PARIS 01",745,"ECOLE MATERNELLE","6","RUE ST GERMAIN L'AUXERROIS",1,750002351
"745",746,"ECOLE ÉLÉMENTAIRE 15 RUE DE L'ARBRE SEC - PARIS 01",746,"ECOLE ÉLÉMENTAIRE","15","RUE DE L'ARBRE SEC",1,750000031
"746",747,"COLLÈGE J-B POQUELIN 6 RUE MOLIERE - PARIS 01",747,"COLLÈGE J-B POQUELIN","6","RUE MOLIERE",1,750001285
"747",748,"COLLÈGE FRANCOIS COUPERIN 2 RUE DU GRENIER SUR L'EAU - PARIS 04",748,"COLLÈGE FRANCOIS COUPERIN","2","RUE DU GRENIER SUR L'EAU",4,NA
"748",749,"ECOLE MATERNELLE 6 RUE PAUL DUBOIS - PARIS 03",749,"ECOLE MATERNELLE","6","RUE PAUL DUBOIS",3,750007848
"749",750,"ECOLE ÉLÉMENTAIRE 8 RUE DES VERTUS - PARIS 03",750,"ECOLE ÉLÉMENTAIRE","8","RUE DES VERTUS",3,750009170
"750",751,"ECOLE ÉLÉMENTAIRE 211 RUE SAINT MARTIN - PARIS 03",751,"ECOLE ÉLÉMENTAIRE","211","RUE SAINT MARTIN",3,750008411
"751",752,"ECOLE MATERNELLE 25 RUE CHAPON - PARIS 03",752,"ECOLE MATERNELLE","25","RUE CHAPON",3,750006798
"752",753,"ECOLE ÉLÉMENTAIRE 6 RUE VAUCANSON - PARIS 03",753,"ECOLE ÉLÉMENTAIRE","6","RUE VAUCANSON",3,750009056
"753",754,"ECOLE MATERNELLE 12 PLACE DES VOSGES - PARIS 04",754,"ECOLE MATERNELLE","12","PL DES VOSGES",4,750012451
"754",755,"ECOLE ÉLÉMENTAIRE 21 RUE DES TOURNELLES - PARIS 04",755,"ECOLE ÉLÉMENTAIRE","21","RUE DES TOURNELLES",4,750012204
"755",756,"ECOLE ÉLÉMENTAIRE 3 RUE BERANGER - PARIS 03",756,"ECOLE ÉLÉMENTAIRE","3","RUE BERANGER",3,750006660
"756",757,"COLLÈGE PJ DE BERANGER 5 RUE BERANGER - PARIS 03",757,"COLLÈGE PJ DE BERANGER","5","RUE BERANGER",3,750006661
"757",758,"ECOLE MATERNELLE 52 RUE DE TURENNE - PARIS 03",758,"ECOLE MATERNELLE","52","RUE DE TURENNE",3,750009034
"758",759,"ECOLE ÉLÉMENTAIRE 54 RUE DE TURENNE - PARIS 03",759,"ECOLE ÉLÉMENTAIRE","54","RUE DE TURENNE",3,750009035
"759",760,"COLLÈGE VICTOR HUGO 27 RUE DE SEVIGNE - PARIS 03",760,"COLLÈGE VICTOR HUGO","27","RUE DE SEVIGNE",3,750008631
"760",761,"ECOLE ÉLÉMENTAIRE 11 RUE D'ARGENTEUIL - PARIS 01",761,"ECOLE ÉLÉMENTAIRE","11","RUE D'ARGENTEUIL",1,750000086
"761",762,"ECOLE MATERNELLE 11 RUE VIVIENNE - PARIS 02",762,"ECOLE MATERNELLE","11","RUE VIVIENNE",2,750006345
"762",763,"ECOLE ÉLÉMENTAIRE 3 RUE DE LA JUSSIENNE - PARIS 02",763,"ECOLE ÉLÉMENTAIRE","3","RUE DE LA JUSSIENNE",2,750004371
"763",764,"ECOLE MATERNELLE 5 RUE BRANTOME - PARIS 03",764,"ECOLE MATERNELLE","5","RUE BRANTOME",3,750012843
"764",765,"ECOLE ÉLÉMENTAIRE 6 RUE DE LOUVOIS - PARIS 02",765,"ECOLE ÉLÉMENTAIRE","6","RUE DE LOUVOIS",2,750004506
"765",766,"ECOLE MATERNELLE 11 RUE SAINT MERRI - PARIS 04",766,"ECOLE MATERNELLE","11","RUE SAINT MERRI",4,750011952
"766",767,"ECOLE ÉLÉMENTAIRE 16 RUE DU RENARD - PARIS 04",767,"ECOLE ÉLÉMENTAIRE","16","RUE DU RENARD",4,750011361
"767",768,"ECOLE MATERNELLE 40 RUE DES ARCHIVES - PARIS 04",768,"ECOLE MATERNELLE","40","RUE DES ARCHIVES",4,750009417
"768",769,"ECOLE ÉLÉMENTAIRE 9 RUE DE MOUSSY - PARIS 04",769,"ECOLE ÉLÉMENTAIRE","9","RUE DE MOUSSY",4,750010946
"769",770,"ECOLE ÉLÉMENTAIRE 22 RUE DE L'AVE MARIA - PARIS 04",770,"ECOLE ÉLÉMENTAIRE","22","RUE DE L'AVE MARIA",4,750009503
"770",771,"ECOLE ÉLÉMENTAIRE 5 RUE BEAUREGARD - PARIS 02",771,"ECOLE ÉLÉMENTAIRE","5","RUE BEAUREGARD",2,750003320
"771",772,"ECOLE MATERNELLE 18 RUE POULLETIER - PARIS 04",772,"ECOLE MATERNELLE","18","RUE POULLETIER",4,750011214
"772",773,"ECOLE ÉLÉMENTAIRE 21 RUE SAINT LOUIS EN L'ILE - PARIS 04",773,"ECOLE ÉLÉMENTAIRE","21","RUE SAINT LOUIS EN L'ILE",4,750011744
"773",774,"ECOLE MATERNELLE 4 RUE DU FAUCONNIER - PARIS 04",774,"ECOLE MATERNELLE","4","RUE DU FAUCONNIER",4,750010178
"774",775,"ECOLE ÉLÉMENTAIRE 15 RUE NEUVE SAINT PIERRE - PARIS 04",775,"ECOLE ÉLÉMENTAIRE","15","RUE NEUVE SAINT PIERRE",4,750010966
"775",776,"ECOLE MATERNELLE 12 RUE DUSSOUBS - PARIS 02",776,"ECOLE MATERNELLE","12","RUE DUSSOUBS",2,750004068
"776",777,"ECOLE MATERNELLE 7 RUE DE LA PERLE - PARIS 03",777,"ECOLE MATERNELLE","7","RUE DE LA PERLE",3,750007886
"777",778,"ECOLE ÉLÉMENTAIRE 10B RUE DES QUATRE FILS - PARIS 03",778,"ECOLE ÉLÉMENTAIRE","10B","RUE DES QUATRE FILS",3,750008050
