"","Code_voie","Type.de.voie","Nom.de.la.voie","Ardt","N..D�but.exclu.sauf.0.","Bis.Ter.Quat.","N..fin.inclus","Bis.Ter.Quat..1","Pair..P..Impair..I.","Code.DASCO","X","Coll�ges","maternelle","primaire","college"
"5495","4375","RUE","GUSTAVE NADAUD",16,0,"",9999,"","p",16058,"0752551R","MOLIERE","Ecole maternelle 5 RUE GUSTAVE ZEDE - PARIS 16

	","Ecole élémentaire 15 RUE DES BAUCHES - PARIS 16

	","Collège MOLIERE 71 RUE DU RANELAGH - PARIS 16

	"
"5496","4377","RUE","GUSTAVE ROUANET",18,0,"",9999,"","i",18087,"0751793S","MAURICE UTRILLO","Ecole maternelle 1 RUE GUSTAVE ROUANET - PARIS 18

	","Ecole élémentaire 7 RUE GUSTAVE ROUANET - PARIS 18

	","Collège MAURICE UTRILLO 100 BOULEVARD NEY - PARIS 18

	"
"5497","4377","RUE","GUSTAVE ROUANET",18,0,"",9999,"","p",18087,"0751793S","MAURICE UTRILLO","Ecole maternelle 1 RUE GUSTAVE ROUANET - PARIS 18

	","Ecole élémentaire 7 RUE GUSTAVE ROUANET - PARIS 18

	","Collège MAURICE UTRILLO 100 BOULEVARD NEY - PARIS 18

	"
"5498","4378","PLACE","GUSTAVE TOUDOUZE",9,0,"",9999,"","i",9027,"0752250N","PAUL GAUGUIN","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","Collège PAUL GAUGUIN 35 RUE MILTON - PARIS 09

	"
"5499","4378","PLACE","GUSTAVE TOUDOUZE",9,0,"",9999,"","p",9027,"0752250N","PAUL GAUGUIN","Ecole maternelle 12 RUE CLAUZEL - PARIS 09

	","Ecole élémentaire 21 RUE MILTON - PARIS 09

	","Collège PAUL GAUGUIN 35 RUE MILTON - PARIS 09

	"
"5500","4379","RUE","GUSTAVE ZEDE",16,0,"",9999,"","i",16058,"0752551R","MOLIERE","Ecole maternelle 5 RUE GUSTAVE ZEDE - PARIS 16

	","Ecole élémentaire 10 RUE DES BAUCHES - PARIS 16

	","Collège MOLIERE 71 RUE DU RANELAGH - PARIS 16

	"
"5501","4379","RUE","GUSTAVE ZEDE",16,0,"",9999,"","p",16058,"0752551R","MOLIERE","Ecole maternelle 5 RUE GUSTAVE ZEDE - PARIS 16

	","Ecole élémentaire 10 RUE DES BAUCHES - PARIS 16

	","Collège MOLIERE 71 RUE DU RANELAGH - PARIS 16

	"
"5502","4382","RUE","GUTENBERG",15,0,"",9999,"","i",15092,"0752190Y","GUILLAUME APOLLINAIRE","Ecole maternelle 5 RUE LACORDAIRE - PARIS 15

	","Ecole élémentaire 7 RUE LACORDAIRE - PARIS 15

	","Collège G APOLLINAIRE 39 AVENUE EMILE ZOLA - PARIS 15

	"
"5503","4382","RUE","GUTENBERG",15,0,"",48,"","p",15092,"0752190Y","GUILLAUME APOLLINAIRE","Ecole maternelle 5 RUE LACORDAIRE - PARIS 15

	","Ecole élémentaire 7 RUE LACORDAIRE - PARIS 15

	","Collège G APOLLINAIRE 39 AVENUE EMILE ZOLA - PARIS 15

	"
"5504","4382","RUE","GUTENBERG",15,48,"",9999,"","p",15124,"0754305X","ANDRE CITROEN","Ecole maternelle 72 RUE GUTENBERG - PARIS 15

	","Ecole élémentaire 50 RUE GUTENBERG - PARIS 15

	","Collège ANDRE CITROEN 208 RUE SAINT CHARLES - PARIS 15

	"
"5505","4385","RUE","GUTTIN",17,0,"",9999,"","i",17060,"0752553T","HONORE DE BALZAC","Ecole maternelle 90 BOULEVARD BESSIERES - PARIS 17

	","Ecole élémentaire 92 BOULEVARD BESSIERES - PARIS 17

	","Collège H DE BALZAC 118 BOULEVARD BESSIERES - PARIS 17

	"
"5506","4385","RUE","GUTTIN",17,0,"",9999,"","p",17060,"0752553T","HONORE DE BALZAC","Ecole maternelle 90 BOULEVARD BESSIERES - PARIS 17

	","Ecole élémentaire 92 BOULEVARD BESSIERES - PARIS 17

	","Collège H DE BALZAC 118 BOULEVARD BESSIERES - PARIS 17

	"
"5507","4387","RUE","GUY DE LA BROSSE",5,0,"",9999,"","i",5034,"0751790N","PIERRE ALVISET","Ecole maternelle 27 RUE DE POISSY - PARIS 05

	","Ecole élémentaire 19 RUE DES BOULANGERS - PARIS 05

	","Collège PIERRE ALVISET 88 RUE MONGE - PARIS 05

	"
"5508","4387","RUE","GUY DE LA BROSSE",5,0,"",9999,"","p",5034,"0751790N","PIERRE ALVISET","Ecole maternelle 27 RUE DE POISSY - PARIS 05

	","Ecole élémentaire 19 RUE DES BOULANGERS - PARIS 05

	","Collège PIERRE ALVISET 88 RUE MONGE - PARIS 05

	"
"5509","4389","RUE","GUY DE MAUPASSANT",16,0,"",9999,"","i",16599,"0752194C","JANSON DE SAILLY/EUGENE DELACROIX","Ecole maternelle 5 RUE GUSTAVE ZEDE - PARIS 16

	","Ecole élémentaire 15 RUE DES BAUCHES - PARIS 16

	","Collège EUGENE DELACROIX 13/15 RUE EUGENE DELACROIX - PARIS 16
Collège JANSON DE SAILLY 106 RUE DE LA POMPE - PARIS 16

	"
"5510","4389","RUE","GUY DE MAUPASSANT",16,0,"",9999,"","p",16599,"0752194C","JANSON DE SAILLY/EUGENE DELACROIX","Ecole maternelle 5 RUE GUSTAVE ZEDE - PARIS 16

	","Ecole élémentaire 15 RUE DES BAUCHES - PARIS 16

	","Collège EUGENE DELACROIX 13/15 RUE EUGENE DELACROIX - PARIS 16
Collège JANSON DE SAILLY 106 RUE DE LA POMPE - PARIS 16

	"
"5511","4390","BOULEVARD DE LA","GUYANE",12,0,"",9999,"","i",12073,"0752537A","PAUL VALERY","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","Collège PAUL VALERY 38 BOULEVARD SOULT - PARIS 12

	"
"5512","4390","BOULEVARD DE LA","GUYANE",12,0,"",9999,"","p",12073,"0752537A","PAUL VALERY","Ecole maternelle 13 AVENUE ARMAND ROUSSEAU - PARIS 12

	","Ecole élémentaire 253T AVENUE DAUMESNIL - PARIS 12
Ecole élémentaire 83 AVENUE DU GAL MICHEL BIZOT - PARIS 12

	","Collège PAUL VALERY 38 BOULEVARD SOULT - PARIS 12

	"
"5513","4391","SQUARE DE LA","GUYENNE",20,0,"",9999,"","i",20099,"0753939Z","JEAN PERRIN","Ecole maternelle 2 RUE EUGENE REISZ - PARIS 20

	","Ecole élémentaire 4 RUE EUGENE REISZ - PARIS 20

	","Collège JEAN PERRIN 6 RUE EUGENE REISZ - PARIS 20

	"
"5514","4391","SQUARE DE LA","GUYENNE",20,0,"",9999,"","p",20099,"0753939Z","JEAN PERRIN","Ecole maternelle 2 RUE EUGENE REISZ - PARIS 20

	","Ecole élémentaire 4 RUE EUGENE REISZ - PARIS 20

	","Collège JEAN PERRIN 6 RUE EUGENE REISZ - PARIS 20

	"
"5515","4392","RUE","GUY MOQUET",17,0,"",9999,"","i",17064,"0752554U","STEPHANE MALLARME","Ecole maternelle 61 CITE DES FLEURS - PARIS 17

	","Ecole élémentaire 42 RUE POUCHET - PARIS 17

	","Collège STEPHANE MALLARME 29 RUE DE LA JONQUIERE - PARIS 17

	"
"5516","4392","RUE","GUY MOQUET",17,0,"",9999,"","p",17064,"0752554U","STEPHANE MALLARME","Ecole maternelle 61 CITE DES FLEURS - PARIS 17

	","Ecole élémentaire 42 RUE POUCHET - PARIS 17

	","Collège STEPHANE MALLARME 29 RUE DE LA JONQUIERE - PARIS 17

	"
"5517","4393","RUE","GUYNEMER",6,0,"",9999,"","i",6018,"0752527P","MONTAIGNE","Ecole maternelle 40 RUE MADAME - PARIS 06
Ecole maternelle 16 RUE SAINT BENOIT - PARIS 06

	","Ecole élémentaire 9 RUE DE VAUGIRARD - PARIS 06

	","Collège MONTAIGNE 17 RUE AUGUSTE COMTE - PARIS 06

	"
"5518","4393","RUE","GUYNEMER",6,0,"",9999,"","p",6018,"0752527P","MONTAIGNE","Ecole maternelle 40 RUE MADAME - PARIS 06
Ecole maternelle 16 RUE SAINT BENOIT - PARIS 06

	","Ecole élémentaire 42 RUE MADAME - PARIS 06
Ecole élémentaire 12 RUE SAINT BENOIT - PARIS 06

	","Collège MONTAIGNE 17 RUE AUGUSTE COMTE - PARIS 06

	"
"5519","4397","RUE","GUY PATIN",10,0,"",9999,"","i",9029,"0752532V","JACQUES DECOUR","Ecole maternelle 3 RUE DE BELZUNCE - PARIS 10

	","Ecole élémentaire 3 RUE DE BELZUNCE - PARIS 10

	","Collège JACQUES DECOUR 12 AVENUE TRUDAINE - PARIS 09

	"
"5520","4397","RUE","GUY PATIN",10,0,"",9999,"","p",9029,"0752532V","JACQUES DECOUR","Ecole maternelle 3 RUE DE BELZUNCE - PARIS 10

	","Ecole élémentaire 3 RUE DE BELZUNCE - PARIS 10

	","Collège JACQUES DECOUR 12 AVENUE TRUDAINE - PARIS 09

	"
"5521","4399","RUE","GUYTON DE MORVEAU",13,0,"",9999,"","i",13028,"0752316K","GEORGE SAND","Ecole maternelle 12 RUE DE L'ESPERANCE - PARIS 13

	","Ecole élémentaire A 5 RUE DE LA PROVIDENCE - PARIS 13
Ecole élémentaire B 7 RUE DE LA PROVIDENCE - PARIS 13

	","Collège GEORGE SAND 159 RUE DE TOLBIAC - PARIS 13

	"
"5522","4399","RUE","GUYTON DE MORVEAU",13,0,"",9999,"","p",13028,"0752316K","GEORGE SAND","Ecole maternelle 12 RUE DE L'ESPERANCE - PARIS 13

	","Ecole élémentaire A 5 RUE DE LA PROVIDENCE - PARIS 13
Ecole élémentaire B 7 RUE DE LA PROVIDENCE - PARIS 13

	","Collège GEORGE SAND 159 RUE DE TOLBIAC - PARIS 13

	"
"5523","4400","RUE","HENRI NOGUERES",19,0,"",9999,"","i",19189,"0750575T","SONIA DELAUNAY","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","Collège SONIA DELAUNAY 14 RUE EURYALE DEHAYNIN - PARIS 19

	"
"5524","4400","RUE","HENRI NOGUERES",19,0,"",9999,"","p",19189,"0750575T","SONIA DELAUNAY","Ecole élémentaire 10 RUE HENRI NOGUERES - PARIS 19

	","Ecole élémentaire 10 RUE HENRI NOGUERES - PARIS 19

	","Collège SONIA DELAUNAY 14 RUE EURYALE DEHAYNIN - PARIS 19

	"
"5525","4401","RUE DE LA","HAIE COQ",19,0,"",9999,"","i",19105,"0755747P","PARIS NORD EST","Ecole élémentaire 53 RUE EMILE BOLLAERT - PARIS 19

	","Ecole élémentaire 53 RUE EMILE BOLLAERT - PARIS 19

	","Collège PARIS NORD EST 111 BOULEVARD MACDONALD - PARIS 19

	"
"5526","4401","RUE DE LA","HAIE COQ",19,0,"",9999,"","p",19105,"0755747P","PARIS NORD EST","Ecole élémentaire 53 RUE EMILE BOLLAERT - PARIS 19

	","Ecole élémentaire 53 RUE EMILE BOLLAERT - PARIS 19

	","Collège PARIS NORD EST 111 BOULEVARD MACDONALD - PARIS 19

	"
"5527","4403","RUE DES","HAIES",20,0,"",23,"","i",20054,"0750550R","LUCIE FAURE","Ecole maternelle 12 RUE DES GRANDS CHAMPS - PARIS 20

	","Ecole élémentaire B 9 RUE DE LA PLAINE - PARIS 20
Ecole élémentaire A 11 RUE DE LA PLAINE - PARIS 20

	","Collège LUCIE FAURE 40 RUE DES PYRENEES - PARIS 20

	"
"5528","4403","RUE DES","HAIES",20,23,"",55,"","i",20075,"0750591K","HENRI MATISSE","Ecole maternelle 99 RUE DES PYRENEES - PARIS 20

	","Ecole élémentaire 97 RUE DES PYRENEES - PARIS 20

	","Collège HENRI MATISSE 3 RUE VITRUVE - PARIS 20

	"
"5529","4403","RUE DES","HAIES",20,55,"",9999,"","i",20054,"0750550R","LUCIE FAURE","Ecole maternelle 99 RUE DES PYRENEES - PARIS 20

	","Ecole élémentaire 3-7 PASSAGE JOSSEAUME - PARIS 20

	","Collège LUCIE FAURE 40 RUE DES PYRENEES - PARIS 20

	"
"5530","4403","RUE DES","HAIES",20,0,"",22,"","p",20054,"0750550R","LUCIE FAURE","Ecole maternelle 12 RUE DES GRANDS CHAMPS - PARIS 20

	","Ecole élémentaire B 9 RUE DE LA PLAINE - PARIS 20
Ecole élémentaire A 11 RUE DE LA PLAINE - PARIS 20

	","Collège LUCIE FAURE 40 RUE DES PYRENEES - PARIS 20

	"
"5531","4403","RUE DES","HAIES",20,22,"",60,"","p",20075,"0750591K","HENRI MATISSE","Ecole maternelle 99 RUE DES PYRENEES - PARIS 20

	","Ecole élémentaire B 9 RUE DE LA PLAINE - PARIS 20
Ecole élémentaire A 11 RUE DE LA PLAINE - PARIS 20

	","Collège HENRI MATISSE 3 RUE VITRUVE - PARIS 20

	"
"5532","4403","RUE DES","HAIES",20,60,"",9999,"","p",20054,"0750550R","LUCIE FAURE","Ecole maternelle 99 RUE DES PYRENEES - PARIS 20

	","Ecole élémentaire 97 RUE DES PYRENEES - PARIS 20

	","Collège LUCIE FAURE 40 RUE DES PYRENEES - PARIS 20

	"
"5533","4405","RUE DU","HAINAUT",19,0,"",9999,"","i",19137,"0755095F","EDGAR VARESE","Ecole maternelle 11 - 17 RUE GEORGES THILL - PARIS 19

	","Ecole élémentaire 4 RUE GOUBET - PARIS 19

	","Collège EDGAR VARESE 1-9 RUE EDGARD VARESE - PARIS 19

	"
"5534","4405","RUE DU","HAINAUT",19,0,"",9999,"","p",19137,"0755095F","EDGAR VARESE","Ecole maternelle 53 ALLEE DARIUS MILHAUD - PARIS 19

	","Ecole élémentaire 4 RUE GOUBET - PARIS 19

	","Collège EDGAR VARESE 1-9 RUE EDGARD VARESE - PARIS 19

	"
"5535","4407","RUE","HALEVY",9,0,"",9999,"","i",8028,"0751791P","CONDORCET","Ecole maternelle 27 RUE DE LA SOURDIERE - PARIS 01

	","Ecole élémentaire 28 RUE CAMBON - PARIS 01

	","Collège CONDORCET 61 RUE D'AMSTERDAM - PARIS 08

	"
"5536","4407","RUE","HALEVY",9,0,"",9999,"","p",8028,"0751791P","CONDORCET","Ecole maternelle 27 RUE DE LA SOURDIERE - PARIS 01

	","Ecole élémentaire 28 RUE CAMBON - PARIS 01

	","Collège CONDORCET 61 RUE D'AMSTERDAM - PARIS 08

	"
"5537","4409","RUE","HALLE",14,0,"",41,"","i",14015,"0754253R","SAINT EXUPERY","Ecole maternelle 77 RUE DE LA TOMBE ISSOIRE - PARIS 14

	","Ecole élémentaire 12 RUE D'ALESIA - PARIS 14

	","Collège SAINT-EXUPERY 89 BOULEVARD ARAGO - PARIS 14

	"
"5538","4409","RUE","HALLE",14,41,"",9999,"","i",14061,"0750611G","JEAN MOULIN","Ecole maternelle 77 RUE DE LA TOMBE ISSOIRE - PARIS 14

	","Ecole élémentaire 12 RUE D'ALESIA - PARIS 14

	","Collège JEAN MOULIN 75 RUE D'ALESIA - PARIS 14

	"
"5539","4409","RUE","HALLE",14,0,"",46,"","p",14015,"0754253R","SAINT EXUPERY","Ecole maternelle 77 RUE DE LA TOMBE ISSOIRE - PARIS 14

	","Ecole élémentaire 12 RUE D'ALESIA - PARIS 14

	","Collège SAINT-EXUPERY 89 BOULEVARD ARAGO - PARIS 14

	"
"5540","4409","RUE","HALLE",14,46,"",9999,"","p",14061,"0750611G","JEAN MOULIN","Ecole maternelle 77 RUE DE LA TOMBE ISSOIRE - PARIS 14

	","Ecole élémentaire 12 RUE D'ALESIA - PARIS 14

	","Collège JEAN MOULIN 75 RUE D'ALESIA - PARIS 14

	"
"5541","4410","VILLA","HALLE",14,0,"",9999,"","i",14015,"0754253R","SAINT EXUPERY","Ecole maternelle 77 RUE DE LA TOMBE ISSOIRE - PARIS 14

	","Ecole élémentaire 12 RUE D'ALESIA - PARIS 14

	","Collège SAINT-EXUPERY 89 BOULEVARD ARAGO - PARIS 14

	"
"5542","4410","VILLA","HALLE",14,0,"",9999,"","p",14015,"0754253R","SAINT EXUPERY","Ecole maternelle 77 RUE DE LA TOMBE ISSOIRE - PARIS 14

	","Ecole élémentaire 12 RUE D'ALESIA - PARIS 14

	","Collège SAINT-EXUPERY 89 BOULEVARD ARAGO - PARIS 14

	"
"5543","4411","RUE DES","HALLES",1,0,"",9999,"","i",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole maternelle 6 RUE ST GERMAIN L'AUXERROIS - PARIS 01

	","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"5544","4411","RUE DES","HALLES",1,0,"",9999,"","p",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole maternelle 6 RUE ST GERMAIN L'AUXERROIS - PARIS 01

	","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"5545","4413","RUE DU","HAMEAU",15,0,"",9999,"","i",15124,"0754305X","ANDRE CITROEN","Ecole maternelle 2 RUE THEODORE DECK - PARIS 15

	","Ecole élémentaire A 10 RUE SAINT LAMBERT - PARIS 15

	","Collège ANDRE CITROEN 208 RUE SAINT CHARLES - PARIS 15

	"
"5546","4413","RUE DU","HAMEAU",15,0,"",9999,"","p",15124,"0754305X","ANDRE CITROEN","Ecole maternelle 2 RUE THEODORE DECK - PARIS 15

	","Ecole élémentaire A 10 RUE SAINT LAMBERT - PARIS 15

	","Collège ANDRE CITROEN 208 RUE SAINT CHARLES - PARIS 15

	"
"5547","4415","RUE DE L","AMIRAL HAMELIN",16,0,"",9999,"","i",16599,"0752194C","JANSON DE SAILLY/EUGENE DELACROIX","Ecole maternelle 56 RUE BOISSIERE - PARIS 16

	","Ecole élémentaire 21 RUE DE L'AMIRAL HAMELIN - PARIS 16

	","Collège EUGENE DELACROIX 13/15 RUE EUGENE DELACROIX - PARIS 16
Collège JANSON DE SAILLY 106 RUE DE LA POMPE - PARIS 16

	"
"5548","4415","RUE DE L","AMIRAL HAMELIN",16,0,"",9999,"","p",16599,"0752194C","JANSON DE SAILLY/EUGENE DELACROIX","Ecole maternelle 56 RUE BOISSIERE - PARIS 16

	","Ecole élémentaire 21 RUE DE L'AMIRAL HAMELIN - PARIS 16

	","Collège EUGENE DELACROIX 13/15 RUE EUGENE DELACROIX - PARIS 16
Collège JANSON DE SAILLY 106 RUE DE LA POMPE - PARIS 16

	"
"5549","4416","PLACE","HANNAH ARENDT",19,0,"",9999,"","i",19004,"0750360J","CLAUDE CHAPPE","Ecole maternelle 36 RUE FESSART - PARIS 19

	","Ecole élémentaire 5 RUE DES ALOUETTES - PARIS 19

	","Collège CLAUDE CHAPPE 9 RUE DES ALOUETTES - PARIS 19

	"
"5550","4416","PLACE","HANNAH ARENDT",19,0,"",9999,"","p",19004,"0750360J","CLAUDE CHAPPE","Ecole maternelle 2-4 COURS DU 7EME ART - PARIS 19

	","Ecole élémentaire 5 RUE DES ALOUETTES - PARIS 19

	","Collège CLAUDE CHAPPE 9 RUE DES ALOUETTES - PARIS 19

	"
"5551","4418","RUE DE","HANOVRE",2,0,"",9999,"","i",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole maternelle 11 RUE VIVIENNE - PARIS 02

	","Ecole élémentaire 6 RUE DE LOUVOIS - PARIS 02

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"5552","4418","RUE DE","HANOVRE",2,0,"",9999,"","p",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole maternelle 11 RUE VIVIENNE - PARIS 02

	","Ecole élémentaire 6 RUE DE LOUVOIS - PARIS 02

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"5553","4421","VILLA","HARDY",20,0,"",9999,"","i",20100,"0753046D","FLORA TRISTAN","Ecole maternelle 26 RUE DE LA COUR DES NOUES - PARIS 20

	","Ecole élémentaire B 9 RUE DE LESSEPS - PARIS 20
Ecole élémentaire A 11 RUE DE LESSEPS - PARIS 20

	","Collège FLORA TRISTAN 4 RUE GALLERON - PARIS 20

	"
"5554","4421","VILLA","HARDY",20,0,"",9999,"","p",20100,"0753046D","FLORA TRISTAN","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","Collège FLORA TRISTAN 4 RUE GALLERON - PARIS 20

	"
"5555","4423","RUE DE","HARLAY",1,0,"",9999,"","i",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole maternelle 6 RUE ST GERMAIN L'AUXERROIS - PARIS 01

	","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"5556","4423","RUE DE","HARLAY",1,0,"",9999,"","p",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole maternelle 6 RUE ST GERMAIN L'AUXERROIS - PARIS 01

	","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"5557","4425","RUE DE L","HARMONIE",15,0,"",9999,"","i",15018,"0752318M","MODIGLIANI","Ecole maternelle 40 RUE DES MORILLONS - PARIS 15

	","Ecole élémentaire 15 RUE DE CHERBOURG - PARIS 15

	","Collège MODIGLIANI 1 RUE DE CHERBOURG - PARIS 15

	"
"5558","4425","RUE DE L","HARMONIE",15,0,"",9999,"","p",15018,"0752318M","MODIGLIANI","Ecole maternelle 40 RUE DES MORILLONS - PARIS 15

	","Ecole élémentaire 15 RUE DE CHERBOURG - PARIS 15

	","Collège MODIGLIANI 1 RUE DE CHERBOURG - PARIS 15

	"
"5559","4427","RUE DE LA","HARPE",5,0,"",9999,"","i",5031,"0752526N","HENRI IV","Ecole maternelle 10 RUE DU SOMMERARD - PARIS 05

	","Ecole élémentaire 28 RUE SAINT JACQUES - PARIS 05

	","Collège HENRI IV 23 RUE CLOVIS - PARIS 05

	"
"5560","4427","RUE DE LA","HARPE",5,0,"",9999,"","p",5031,"0752526N","HENRI IV","Ecole maternelle 10 RUE DU SOMMERARD - PARIS 05

	","Ecole élémentaire 28 RUE SAINT JACQUES - PARIS 05

	","Collège HENRI IV 23 RUE CLOVIS - PARIS 05

	"
"5561","4429","RUE","HARPIGNIES",20,0,"",9999,"","i",20099,"0753939Z","JEAN PERRIN","Ecole maternelle 2 RUE EUGENE REISZ - PARIS 20

	","Ecole élémentaire 4 RUE EUGENE REISZ - PARIS 20

	","Collège JEAN PERRIN 6 RUE EUGENE REISZ - PARIS 20

	"
"5562","4429","RUE","HARPIGNIES",20,0,"",9999,"","p",20099,"0753939Z","JEAN PERRIN","Ecole maternelle 2 RUE EUGENE REISZ - PARIS 20

	","Ecole élémentaire 4 RUE EUGENE REISZ - PARIS 20

	","Collège JEAN PERRIN 6 RUE EUGENE REISZ - PARIS 20

	"
"5563","4433","RUE","HASSARD",19,0,"",9999,"","i",19004,"0750360J","CLAUDE CHAPPE","Ecole maternelle 2-4 COURS DU 7EME ART - PARIS 19

	","Ecole élémentaire 61-65 RUE DE LA VILLETTE - PARIS 19

	","Collège CLAUDE CHAPPE 9 RUE DES ALOUETTES - PARIS 19

	"
"5564","4433","RUE","HASSARD",19,0,"",9999,"","p",19004,"0750360J","CLAUDE CHAPPE","Ecole maternelle 2-4 COURS DU 7EME ART - PARIS 19

	","Ecole élémentaire 61-65 RUE DE LA VILLETTE - PARIS 19

	","Collège CLAUDE CHAPPE 9 RUE DES ALOUETTES - PARIS 19

	"
"5565","4435","RUE DES","HAUDRIETTES",3,0,"",9999,"","i",3013,"0752524L","VICTOR HUGO","Ecole maternelle 5 RUE BRANTOME - PARIS 03

	","Ecole élémentaire 10B RUE DES QUATRE FILS - PARIS 03

	","Collège VICTOR HUGO 27 RUE DE SEVIGNE - PARIS 03

	"
"5566","4435","RUE DES","HAUDRIETTES",3,0,"",9999,"","p",3013,"0752524L","VICTOR HUGO","Ecole maternelle 25 RUE CHAPON - PARIS 03

	","Ecole élémentaire 10B RUE DES QUATRE FILS - PARIS 03

	","Collège VICTOR HUGO 27 RUE DE SEVIGNE - PARIS 03

	"
"5567","4437","BOULEVARD","HAUSSMANN",9,0,"",11,"","i",9027,"0752250N","PAUL GAUGUIN","Ecole maternelle 11 RUE DE LA GRANGE BATELIERE - PARIS 09

	","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09

	","Collège PAUL GAUGUIN 35 RUE MILTON - PARIS 09

	"
"5568","4437","BOULEVARD","HAUSSMANN",9,11,"",53,"","i",8028,"0751791P","CONDORCET","Ecole maternelle 27 RUE DE LA SOURDIERE - PARIS 01

	","Ecole élémentaire 28 RUE CAMBON - PARIS 01

	","Collège CONDORCET 61 RUE D'AMSTERDAM - PARIS 08

	"
"5569","4437","BOULEVARD","HAUSSMANN",8,53,"",9999,"","i",8024,"0752530T","OCTAVE GREARD Radio France","Ecole maternelle 16 RUE ROQUEPINE - PARIS 08

	","Ecole élémentaire 18 RUE DE SURENE - PARIS 08

	","Collège OCTAVE GREARD 28 RUE DU GENERAL FOY - PARIS 08

	"
"5570","4437","BOULEVARD","HAUSSMANN",9,0,"",24,"","p",9027,"0752250N","PAUL GAUGUIN","Ecole maternelle 11 RUE DE LA GRANGE BATELIERE - PARIS 09

	","Ecole élémentaire 10 RUE DE CLICHY - PARIS 09

	","Collège PAUL GAUGUIN 35 RUE MILTON - PARIS 09

	"
"5571","4437","BOULEVARD","HAUSSMANN",9,24,"",70,"","p",8028,"0751791P","CONDORCET","Ecole maternelle 27 RUE DE LA SOURDIERE - PARIS 01

	","Ecole élémentaire 28 RUE CAMBON - PARIS 01

	","Collège CONDORCET 61 RUE D'AMSTERDAM - PARIS 08

	"
"5572","4437","BOULEVARD","HAUSSMANN",8,70,"",132,"","p",8024,"0752530T","OCTAVE GREARD Radio France","Ecole maternelle 16 RUE ROQUEPINE - PARIS 08

	","Ecole élémentaire 18 RUE DE SURENE - PARIS 08

	","Collège OCTAVE GREARD 28 RUE DU GENERAL FOY - PARIS 08

	"
"5573","4437","BOULEVARD","HAUSSMANN",8,132,"",9999,"","p",8017,"0752529S","CHAPTAL","Ecole élémentaire 15 RUE DE MONCEAU - PARIS 08

	","Ecole élémentaire 15 RUE DE MONCEAU - PARIS 08

	","Collège CHAPTAL 45 BOULEVARD DES BATIGNOLLES - PARIS 08

	"
