VOIE_ID;Arrondissement;Libellé voie long;type voie court;dénomination voie court;Geo Point
286;75015;RUE DE L AMIRAL ROUSSIN;RUE;AMIRAL ROUSSIN;48.843536, 2.299854
301;75017;RUE ANATOLE DE LA FORGE;RUE;A DE LA FORGE;48.875758, 2.291879
302;75007;AVENUE ANATOLE FRANCE;AV;ANATOLE FRANCE;48.855687, 2.298947
308;75016;RUE ANDRE COLLEDEBOEUF;RUE;A COLLEDEBOEUF;48.851779, 2.269658
318;75008;RUE ANDRIEUX;RUE;ANDRIEUX;48.881093, 2.319074
323;75006;PLACE ANDRE HONNORAT;PL;ANDRE HONNORAT;48.844392, 2.337041
327;75005;RUE DES ANGLAIS;RUE;DES ANGLAIS;48.850771, 2.347693
331;75016;BOULEVARD ANDRE MAUROIS;BD;ANDRE MAUROIS;48.877907, 2.278694
363;75012;RUE ANTOINE VOLLON;RUE;ANTOINE VOLLON;48.850535, 2.376861
364;75013;PLACE ANDRE TRANNOY;PL;ANDRE TRANNOY;48.830069, 2.352218
366;75011;SQUARE ANDRE TOLLET;SQ;ANDRE TOLLET;48.867739, 2.363967
367;75009;PLACE D ANVERS;PL;D ANVERS;48.882293, 2.344743
368;75009;SQUARE D ANVERS;SQ;D ANVERS;48.882293, 2.344743
372;75016;PLACE D ANDORRE;PL;ANDORRE;48.856463, 2.274692
374;75012;PLACE ANTOINE FURETIERE;PL;A FURETIERE;48.837836, 2.41016
378;75019;SQUARE D AQUITAINE;SQ;D AQUITAINE;48.886972, 2.395418
391;75017;RUE DE L ARC DE TRIOMPHE;RUE;ARC DE TRIOMPHE;48.876997, 2.293628
394;75005;PONT DE L ARCHEVECHE;PO;DE L ARCHEVECHE;48.851477, 2.351519
400;75004;RUE D ARCOLE;RUE;D ARCOLE;48.854328, 2.34971
407;75015;RUE ARISTIDE MAILLOL;RUE;ARISTIDE MAILLOL;48.837712, 2.311716
419;75019;PLACE ARMAND CARREL;PL;ARMAND CARREL;48.882595, 2.382168
421;75019;VILLA ARMAND FALLIERES;VLA;ARMAND FALLIERES;48.880946, 2.389823
430;75015;RUE DE L ARMORIQUE;RUE;DE L ARMORIQUE;48.839498, 2.314717
434;75003;RUE DES ARQUEBUSIERS;RUE;DES ARQUEBUSIERS;48.859441, 2.366729
439;75012;BASSIN DE L ARSENAL;BAS;DE L ARSENAL;
451;75012;VILLA DES ARTISANS;VLA;DES ARTISANS;48.845958, 2.400024
4532;75014;ALLEE HENRY DUNANT;ALL;HENRY DUNANT;48.827738, 2.314085
4535;75016;SQUARE HENRY PATE;SQ;HENRY PATE;48.848784, 2.271581
4537;75017;RUE HERAULT DE SECHELLES;RUE;H DE SECHELLES;48.900592, 2.320455
4540;75018;RUE HERMANN LACHAPELLE;RUE;H LACHAPELLE;48.894169, 2.350864
4542;75018;RUE HERMEL;RUE;HERMEL;48.892463, 2.345028
4571;75001;QUAI DE L HORLOGE;QU;DE L HORLOGE;48.856853, 2.344022
4572;75003;PASSAGE DE L HORLOGE A AUTOMATES;PAS;HORL A AUTOMATE;48.861996, 2.352845
4575;75014;RUE HUGUETTE SCHWARTZ;RUE;H SCHWARTZ;48.827912, 2.312122
4583;75011;PLACE HUBERTINE AUCLERT;PL;H AUCLERT;48.858844, 2.38077
4598;75014;RUE HUYGHENS;RUE;HUYGHENS;48.8409, 2.328764
4609;75011;RUE DES IMMEUBLES INDUSTRIELS;RUE;IMM INDUSTRIELS;48.849609, 2.392714
4615;75016;CHALET DES ILES;CHA;DES ILES;48.863526, 2.260232
4638;75007;AEROGARE DES INVALIDES;AER;DES INVALIDES;48.863117, 2.31336
4640;75007;ESPLANADE DES INVALIDES;ESP;DES INVALIDES;48.863117, 2.31336
4641;75007;PLACE DES INVALIDES;PL;DES INVALIDES;48.863117, 2.31336
4682;75013;AVENUE D ITALIE;AV;D ITALIE;48.825192, 2.357567
4699;75015;PLACE JACQUES ET THERESE TREFOUEL;PL;J ET T TREFOUEL;
4707;75017;RUE JACQUEMONT;RUE;JACQUEMONT;48.888065, 2.322875
4716;75018;RUE JACQUES KABLE;RUE;JACQUES KABLE;48.886144, 2.362023
4719;75017;RUE JACQUES KELLNER;RUE;JACQUES KELLNER;48.896063, 2.325942
4720;75016;RUE JACQUES OFFENBACH;RUE;J OFFENBACH;48.856182, 2.272479
4724;75014;RUE JACQUIER;RUE;JACQUIER;48.829728, 2.317836
4730;75019;CITE JANDELLE;CI;JANDELLE;48.875346, 2.380101
4733;75012;RUE JACQUES HILLAIRET;RUE;J HILLAIRET;48.843235, 2.388791
4740;75013;JARDIN JAMES JOYCE;JAR;JAMES JOYCE;48.816387, 2.355236
4744;75004;RUE DES JARDINS SAINT PAUL;RUE;JARDINS ST PAUL;48.853313, 2.3605
4753;75013;RUE JACQUES DESTREE;RUE;JACQUES DESTREE;48.816387, 2.355236
4758;75015;RUE DE JAVEL;RUE;DE JAVEL;48.843413, 2.287335
4763;75019;AVENUE JEAN BAPTISTE CAVE;AV;J BAPT CAVE;48.884725, 2.401178
4779;75007;RUE JEAN CARRIES;RUE;JEAN CARRIES;48.852605, 2.299675
4792;75018;RUE JEAN DOLLFUS;RUE;JEAN DOLLFUS;48.896899, 2.333547
4797;75010;SQUARE JEAN FALCK;SQ;JEAN FALCK;48.880384, 2.36975
4802;75016;RUE JEAN GIRAUDOUX;RUE;JEAN GIRAUDOUX;48.869658, 2.29644
4816;75015;RUE JEAN MARIDOR;RUE;JEAN MARIDOR;48.838981, 2.286229
4820;75008;RUE JEAN MERMOZ;RUE;JEAN MERMOZ;48.87091, 2.311575
4824;75019;PLACE JEAN ROSTAND;PL;JEAN ROSTAND;48.872999, 2.376548
4825;75014;AVENUE JEAN MOULIN;AV;JEAN MOULIN;48.826462, 2.323641
4828;75013;RUE JEANNE D ARC;RUE;JEANNE D ARC;48.836831, 2.358934
4830;75007;ALLEE JEAN PAULHAN;ALL;JEAN PAULHAN;48.859266, 2.295733
4841;75013;RUE JEAN SEBASTIEN BACH;RUE;J SEBASTIEN BACH;48.830879, 2.365032
4842;75015;RUE JEAN SICARD;RUE;JEAN SICARD;48.82857, 2.298708
4851;75019;RUE JEAN NOHAIN;RUE;JEAN NOHAIN;48.882695, 2.373601
4852;75013;RUE JENNER;RUE;JENNER;48.83537, 2.362136
4855;75018;RUE DE JESSAINT;RUE;DE JESSAINT;48.884923, 2.356741
4857;75009;PLACE JACOB KAPLAN;PL;JACOB KAPLAN;48.874223, 2.337965
4870;75014;PASSAGE JOANES;PAS;JOANES;48.828552, 2.316878
4877;75010;PLACE JOHANN STRAUSS;PL;JOHANN STRAUSS;48.86846, 2.360061
4885;75014;RUE JOLIVET;RUE;JOLIVET;48.840884, 2.323756
4889;75013;RUE JONAS;RUE;JONAS;48.828815, 2.350807
4899;75018;RUE JOSEPH DE MAISTRE;RUE;J DE MAISTRE;48.889311, 2.331604
4902;75015;RUE JOSEPH LIOUVILLE;RUE;JOSEPH LIOUVILLE;48.844493, 2.297682
4904;75020;PASSAGE JOSSEAUME;PAS;JOSSEAUME;48.855064, 2.402454
4905;75011;PASSAGE JOSSET;PAS;JOSSET;48.852876, 2.376618
4908;75015;RUE JONGKIND;RUE;JONGKIND;48.839196, 2.280377
4922;75014;PLACE JOSEPHINE BAKER;PL;JOSEPHINE BAKER;
4928;75014;PLACE JEAN PRONTEAU;PL;JEAN PRONTEAU;48.83432, 2.321273
4930;75013;JARDIN JUAN MIRO;JAR;JUAN MIRO;
4939;75017;RUE JULES BOURDAIS;RUE;JULES BOURDAIS;48.888454, 2.298789
4941;75018;PLACE JEAN MARAIS;PL;JEAN MARAIS;48.886688, 2.341321
4948;75013;PLACE JEAN DELAY;PL;JEAN DELAY;48.823177, 2.354232
4952;75015;CARREFOUR JACQUES PARIS DE LA BOLLARDIERE;CAR;BOLLARDIERE;
4968;75019;RUE JULES ROMAINS;RUE;JULES ROMAINS;48.873381, 2.378016
4974;75011;RUE JULES VERNE;RUE;JULES VERNE;48.870602, 2.37511
4978;75020;RUE JULIEN LACROIX;RUE;JULIEN LACROIX;48.870746, 2.383824
4980;75017;PROMENADE JACQUES HEBERTOT;PRO;JACQUES HEBERTOT;
4981;75010;RUE JULIETTE DODU;RUE;JULIETTE DODU;48.875021, 2.369365
9641;75013;PASSAGE VANDREZANNE;PAS;VANDREZANNE;48.827212, 2.353636
9653;75007;RUE DE VARENNE;RUE;DE VARENNE;48.854673, 2.321082
9655;75002;GALERIE DES VARIETES;GAL;DES VARIETES;48.870899, 2.341593
9659;75015;RUE VASCO DE GAMA;RUE;VASCO DE GAMA;48.836871, 2.283607
9660;75012;IMPASSE VASSOU;IMP;VASSOU;48.846404, 2.407743
9671;75015;RUE DE VAUGIRARD;RUE;DE VAUGIRARD;48.843379, 2.314051
9674;75005;RUE VAUQUELIN;RUE;VAUQUELIN;48.840967, 2.347202
9679;75006;RUE VAVIN;RUE;VAVIN;48.843757, 2.330257
9687;75007;RUE VELPEAU;RUE;VELPEAU;48.851206, 2.325039
9692;75004;RUE DE VENISE;RUE;DE VENISE;48.861135, 2.350992
9694;75013;PLACE DE VENETIE;PL;DE VENETIE;48.821491, 2.364573
9695;75020;IMPASSE VERAN;IMP;VERAN;48.854841, 2.408837
9706;75010;SQUARE DE VERDUN;SQ;DE VERDUN;48.876237, 2.362206
9715;75005;SQUARE VERMENOUZE;SQ;VERMENOUZE;48.84076, 2.349212
9721;75017;RUE VERNIQUET;RUE;VERNIQUET;48.887816, 2.301266
9727;75004;RUE DE LA VERRERIE;RUE;DE LA VERRERIE;48.857958, 2.353011
9729;75018;RUE VERSIGNY;RUE;VERSIGNY;48.894598, 2.344297
9743;75001;RUE DE VIARMES;RUE;DE VIARMES;48.862866, 2.343326
9745;75015;RUE DE VICHY;RUE;DE VICHY;48.833782, 2.29451
9749;75001;PLACE DES VICTOIRES;PL;DES VICTOIRES;48.86555, 2.341004
9749;75002;PLACE DES VICTOIRES;PL;DES VICTOIRES;48.86555, 2.341004
9765;75016;RUE VICTORIEN SARDOU;RUE;VICTORIEN SARDOU;48.8429, 2.268006
9778;75003;RUE VIEILLE DU TEMPLE;RUE;VIEILLE TEMPLE;48.859438, 2.359913
9778;75004;RUE VIEILLE DU TEMPLE;RUE;VIEILLE TEMPLE;48.859438, 2.359913
9793;75008;RUE VIGNON;RUE;VIGNON;48.871197, 2.326252
9794;75011;COUR VIGUES;CO;VIGUES;48.852117, 2.373548
9811;75008;RUE DE LA VILLE L EVEQUE;RUE;VILLE L EVEQUE;48.871443, 2.320666
9814;75007;RUE DE VILLERSEXEL;RUE;DE VILLERSEXEL;48.858474, 2.32419
9823;75019;VDC DE LA VILLETTE;VDC;DE LA VILLETTE;48.876864, 2.387833
9832;75012;AVENUE VINCENT D INDY;AV;VINCENT D INDY;48.843239, 2.411582
9835;75016;RUE VINEUSE;RUE;VINEUSE;48.860361, 2.284722
9850;75006;RUE VISCONTI;RUE;VISCONTI;48.855803, 2.335469
9853;75016;RUE VITAL;RUE;VITAL;48.859347, 2.278684
9856;75020;SQUARE VITRUVE;SQ;VITRUVE;48.859215, 2.408305
3748;75011;RUE DE LA FORGE ROYALE;RUE;FORGE ROYALE;48.851476, 2.380513
3767;75013;PASSAGE FOUBERT;PAS;FOUBERT;48.82523, 2.352944
3787;75019;PASSAGE DES FOURS A CHAUX;PAS;FOURS A CHAUX;48.879718, 2.373499
3796;75011;IMPASSE FRANCHEMONT;IMP;FRANCHEMONT;48.853385, 2.383472
3800;75017;RUE FRANCIS GARNIER;RUE;FRANCIS GARNIER;48.898276, 2.326495
3802;75016;RUE FRANCISQUE SARCEY;RUE;F SARCEY;48.85943, 2.281779
3803;75006;SQUARE FRANCIS POULENC;SQ;FRANCIS POULENC;
3809;75010;RUE FRANCIS JAMMES;RUE;FRANCIS JAMMES;48.878474, 2.368367
3813;75016;RUE FRANCOIS GERARD;RUE;FRANCOIS GERARD;48.848896, 2.271123
3814;75019;PLACE FRANCIS POULENC;PL;FRANCIS POULENC;48.884118, 2.386393
3828;75008;RUE FRANCOIS 1ER;RUE;FRANCOIS 1ER;48.867652, 2.305307
3829;75012;RUE FRANCOIS TRUFFAUT;RUE;FRANC  TRUFFAUT;48.833456, 2.386181
3842;75008;RUE FREDERIC BASTIAT;RUE;FREDERIC BASTIAT;48.87271, 2.307168
3114;75001;RUE DE L ECHELLE;RUE;DE L ECHELLE;48.863893, 2.334285
3118;75010;RUE DES ECLUSES SAINT MARTIN;RUE;ECL SAINT MARTIN;48.876626, 2.367269
3122;75006;RUE DE L ECOLE DE MEDECINE;RUE;ECOLE MEDECINE;48.850879, 2.341305
3146;75013;AVENUE EDISON;AV;EDISON;48.829104, 2.360837
3154;75013;RUE EDMOND GONDINET;RUE;EDMOND GONDINET;48.830637, 2.347678
3179;75005;RUE EDOUARD QUENU;RUE;EDOUARD QUENU;48.839244, 2.349638
3184;75009;PLACE EDOUARD VII;PL;EDOUARD VII;48.871141, 2.32907
3198;75004;RUE EGINHARD;RUE;EGINHARD;48.854013, 2.361813
3204;75016;PLACE DE L EGLISE DE L ASSOMPTION;PL;EGL ASSOMPTION;48.855722, 2.26612
3210;75007;PLACE EL SALVADOR;PL;EL SALVADOR;48.850618, 2.312195
3221;75013;SQUARE HELOISE ET ABELARD;SQ;HELOISE ABELARD;
3232;75019;RUE EMELIE;RUE;EMELIE;48.889904, 2.378738
3233;75015;RUE EMERIAU;RUE;EMERIAU;48.850048, 2.286666
3234;75005;PLACE DE L EMIR ABDELKADER;PL;EMIR ABDELKADER;48.839782, 2.356418
3235;75007;AVENUE EMILE ACOLLAS;AV;EMILE ACOLLAS;48.852135, 2.300638
3244;75018;RUE EMILE BERTIN;RUE;EMILE BERTIN;48.898964, 2.365605
3252;75007;AVENUE EMILE DESCHANEL;AV;EMILE DESCHANEL;48.855912, 2.301575
3260;75014;RUE EMILE DUBOIS;RUE;EMILE DUBOIS;48.831751, 2.336692
3285;75016;VILLA EMILE MEYER;VLA;EMILE MEYER;48.840569, 2.2608
3293;75015;AVENUE EMILE ZOLA;AV;EMILE ZOLA;48.846583, 2.28668
43;75006;PLACE D ACADIE;PL;D ACADIE;48.853091, 2.335816
68;75016;AVENUE ADRIEN HEBRARD;AV;ADRIEN HEBRARD;48.853657, 2.269877
71;75020;CITE ADRIENNE;CI;ADRIENNE;48.870602, 2.383207
76;75014;VILLA ADRIENNE SIMON;VLA;ADRIENNE SIMON;48.834891, 2.327808
77;75009;PLACE ADRIEN OUDIN;PL;ADRIEN OUDIN;48.87274, 2.335432
111;75014;SQUARE DE L AIDE SOCIALE;SQ;AIDE SOCIALE;48.83395, 2.323583
116;75001;QUAI AIME CESAIRE;QU;AIME CESAIRE;
144;75013;RUE ALBERT BAYET;RUE;ALBERT BAYET;48.830475, 2.35902
146;75016;AVENUE ALBERT DE MUN;AV;ALBERT DE MUN;48.862959, 2.291924
154;75014;RUE ALBERT SOREL;RUE;ALBERT SOREL;48.823347, 2.322206
156;75013;SQUARE ALBIN CACHOT;SQ;ALBIN CACHOT;48.833338, 2.343395
157;75013;RUE ALBIN HALLER;RUE;ALBIN HALLER;48.822577, 2.349098
170;75014;RUE D ALESIA;RUE;D ALESIA;48.828396, 2.32515
175;75015;RUE ALEXANDRE CABANEL;RUE;A CABANEL;48.848515, 2.302461
187;75016;SQUARE ALEXANDRE ET RENE PARODI;SQ;A ET R PARODI;
188;75016;SQUARE ALEXANDRE PREMIER DE YOUGOSLAVIE;SQ;ALEX I DE YOUGO;
190;75019;VILLA ALEXANDRE RIBOT;VLA;ALEXANDRE RIBOT;48.881171, 2.395191
193;75007;PONT ALEXANDRE III;PO;ALEXANDRE III;48.86372, 2.313553
200;75016;SQUARE ALFRED DEHODENCQ;SQ;ALFRED DEHODENCQ;48.860506, 2.270599
205;75013;RUE ALFRED FOUILLEE;RUE;ALFRED FOUILLEE;48.819228, 2.364318
212;75001;RUE D ALGER;RUE;D ALGER;48.865234, 2.329732
214;75010;MARCHE ALIBERT;MAR;ALIBERT;48.871679, 2.36807
225;75015;HAMEAU D ALLERAY;HAM;D ALLERAY;48.837709, 2.302274
231;75008;PLACE DE L ALMA;PL;DE L ALMA;48.86442, 2.301342
240;75011;RUE ALPHONSE BAUDIN;RUE;ALPHONSE BAUDIN;48.860669, 2.37047
245;75015;PLACE ALPHONSE HUMBERT;PL;ALPHONSE HUMBERT;48.846164, 2.281501
263;75020;RUE DES AMANDIERS;RUE;DES AMANDIERS;48.865829, 2.389738
264;75014;PLACE AMBROISE CROIZAT;PL;AMBROISE CROIZAT;48.821582, 2.328396
266;75009;PLACE ANDRE BRETON;PL;ANDRE BRETON;48.882158, 2.333642
272;75020;VILLA AMELIE;VLA;AMELIE;48.872974, 2.401926
280;75020;SQUARE D AMIENS;SQ;D AMIENS;48.86014, 2.409967
281;75016;BOULEVARD DE L AMIRAL BRUIX;BD;AMIRAL BRUIX;48.875255, 2.279607
294;75015;RUE ANDRE GIDE;RUE;ANDRE GIDE;48.837141, 2.313057
296;75008;RUE D AMSTERDAM;RUE;D AMSTERDAM;48.879424, 2.327011
298;75005;RUE AMYOT;RUE;AMYOT;48.843483, 2.347324
305;75015;QUAI ANDRE CITROEN;QU;ANDRE CITROEN;48.844953, 2.27612
311;75018;RUE ANDRE GILL;RUE;ANDRE GILL;48.882848, 2.340005
319;75017;RUE ANDRE BRECHET;RUE;ANDRE BRECHET;48.89893, 2.326408
321;75014;SQUARE ANDRE LICHTENBERGER;SQ;A LICHTENBERGER;48.827292, 2.310756
325;75018;ALLEE D ANDREZIEUX;ALL;D ANDREZIEUX;48.892347, 2.353204
328;75019;RUE ANDRE DANJON;RUE;ANDRE DANJON;48.885471, 2.384593
329;75011;CITE D ANGOULEME;CI;D ANGOULEME;48.866617, 2.374703
333;75008;RUE D ANJOU;RUE;D ANJOU;48.872176, 2.321833
336;75020;RUE D ANNAM;RUE;D ANNAM;48.86696, 2.394291
339;75012;RUE ANDRE DERAIN;RUE;ANDRE DERAIN;48.839865, 2.406991
341;75015;PARC ANDRE CITROEN;PAR;ANDRE CITROEN;48.844953, 2.27612
344;75015;RUE ANSELME PAYEN;RUE;ANSELME PAYEN;48.838456, 2.310655
350;75016;RUE ANTOINE ARNAULD;RUE;ANTOINE ARNAULD;48.855981, 2.27219
356;75006;RUE ANTOINE DUBOIS;RUE;ANTOINE DUBOIS;48.851219, 2.339857
357;75015;RUE ANTOINE HAJJE;RUE;ANTOINE HAJJE;48.846055, 2.285422
358;75013;RUE ANDRE VOGUET;RUE;ANDRE VOGUET;48.819185, 2.374281
361;75020;SQUARE ANTOINE BLONDIN;SQ;ANTOINE BLONDIN;
362;75013;RUE ANDRE PIEYRE DE MANDIARGUES;RUE;A P MANDIARGUES;48.821613, 2.356668
366;75003;SQUARE ANDRE TOLLET;SQ;ANDRE TOLLET;48.867739, 2.363967
377;75010;ESPLANADE ANDRE TOLLET;ESP;ANDRE TOLLET;48.867739, 2.363967
380;75013;BOULEVARD ARAGO;BD;ARAGO;48.834809, 2.341469
380;75014;BOULEVARD ARAGO;BD;ARAGO;48.834809, 2.341469
383;75005;RUE DE L ARBALETE;RUE;DE L ARBALETE;48.840102, 2.348014
397;75003;RUE DES ARCHIVES;RUE;DES ARCHIVES;48.860611, 2.357495
405;75010;SQUARE ARISTIDE CAVAILLE COLL;SQ;A CAVAILLE COLL;48.878488, 2.351791
409;75001;RUE D ARGENTEUIL;RUE;D ARGENTEUIL;48.865352, 2.333845
410;75016;RUE D ARGENTINE;RUE;D ARGENTINE;48.874633, 2.290033
413;75002;RUE D ARGOUT;RUE;D ARGOUT;48.865824, 2.343409
414;75016;RUE DE L ARIOSTE;RUE;DE L ARIOSTE;48.841415, 2.255437
415;75018;RUE ARISTIDE BRUANT;RUE;ARISTIDE BRUANT;48.885376, 2.335246
416;75007;RUE ARISTIDE BRIAND;RUE;ARISTIDE BRIAND;48.861578, 2.319325
426;75012;AVENUE ARMAND ROUSSEAU;AV;ARMAND ROUSSEAU;48.835963, 2.408922
7659;75014;AVENUE DE LA PORTE D ORLEANS;AV;PORTE D ORLEANS;48.820734, 2.325542
7663;75019;PLACE DE LA PORTE DE PANTIN;PL;PORTE DE PANTIN;48.889774, 2.396259
7669;75015;AVENUE DE LA PORTE DE PLAISANCE;AV;PTE DE PLAISANCE;48.829212, 2.29573
7673;75018;AVENUE DE LA PORTE DES POISSONNIERS;AV;PTE POISSONNIERS;48.899978, 2.352166
7680;75016;PLACE DE LA PORTE DE SAINT CLOUD;PL;PTE DE ST CLOUD;48.838098, 2.25752
7691;75014;SQUARE DE LA PORTE DE VANVES;SQ;PORTE DE VANVES;48.825549, 2.303624
7698;75012;AVENUE DE LA PORTE DE VINCENNES;AV;PTE DE VINCENNES;48.846842, 2.412834
7702;75016;MARCHE PORTE MOLITOR;MAR;PORTE MOLITOR;48.845379, 2.256481
7710;75005;BOULEVARD DE PORT ROYAL;BD;DE PORT ROYAL;48.838008, 2.34388
7710;75013;BOULEVARD DE PORT ROYAL;BD;DE PORT ROYAL;48.837922, 2.343839
7722;75005;PASSAGE DES POSTES;PAS;DES POSTES;48.841069, 2.349099
7726;75018;PASSAGE DU POTEAU;PAS;DU POTEAU;48.897408, 2.336875
7735;75019;CITE POTTIER;CI;POTTIER;48.892218, 2.373435
7743;75018;RUE POULET;RUE;POULET;48.887171, 2.349499
7753;75010;PASSAGE DU PRADO;PAS;DU PRADO;48.86992, 2.353771
7758;75020;RUE DES PRAIRIES;RUE;DES PRAIRIES;48.862561, 2.403285
7762;75007;RUE DU PRE AUX CLERCS;RUE;PRE AUX CLERCS;48.8573, 2.306142
7764;75001;RUE DES PRECHEURS;RUE;DES PRECHEURS;48.861986, 2.348771
7768;75016;PLACE DU PREFET CLAUDE ERIGNAC;PL;CLAUDE ERIGNAC;48.854138, 2.26835
7771;75019;RUE DU PRE SAINT GERVAIS;RUE;PRE ST GERVAIS;48.877783, 2.395831
7773;75016;RUE DE PRESBOURG;RUE;DE PRESBOURG;48.872459, 2.293979
7776;75016;AVENUE DU PRESIDENT KENNEDY;AV;DU PDT KENNEDY;48.854438, 2.28349
7780;75008;AVENUE DU PRESIDENT WILSON;AV;PRESIDENT WILSON;48.864688, 2.301301
7798;75004;RUE DU PREVOT;RUE;DU PREVOT;48.854811, 2.359693
7820;75020;AVENUE DU PROFESSEUR ANDRE LEMIERE;AV;PR A LEMIERE;
7822;75013;RUE DU PROFESSEUR LOUIS RENAULT;RUE;PR LOUIS RENAULT;48.820621, 2.354551
7833;75008;PLACE PROSPER GOUBAUX;PL;PROSPER GOUBAUX;48.8814, 2.316421
7875;75005;RUE DU PUITS DE L ERMITE;RUE;PUITS L ERMITE;48.842215, 2.352842
7877;75017;CITE DE PUSY;CI;DE PUSY;48.88761, 2.310602
7887;75017;RUE PUVIS DE CHAVANNES;RUE;PUVIS CHAVANNES;48.885787, 2.301175
7911;75003;RUE DES QUATRE FILS;RUE;DES QUATRE FILS;48.860592, 2.359477
8005;75016;SQUARE RACAN;SQ;RACAN;48.849816, 2.259041
8012;75001;RUE RADZIWILL;RUE;RADZIWILL;48.865722, 2.339445
8014;75016;IMPASSE RAFFET;IMP;RAFFET;48.851346, 2.265036
8015;75016;RUE RAFFET;RUE;RAFFET;48.852031, 2.264403
8019;75012;RUE DE RAMBERVILLERS;RUE;DE RAMBERVILLERS;48.841342, 2.406359
6453;75002;RUE MONTORGUEIL;RUE;MONTORGUEIL;48.864593, 2.34673
6455;75006;BOULEVARD DU MONTPARNASSE;BD;DU MONTPARNASSE;48.842396, 2.328335
6460;75001;PASSAGE DE MONTPENSIER;PAS;DE MONTPENSIER;48.863996, 2.336471
6487;75011;RUE MORAND;RUE;MORAND;48.868866, 2.376257
6496;75011;RUE MORET;RUE;MORET;48.867167, 2.379403
6497;75015;CITE MORIEUX;CI;MORIEUX;48.85309, 2.29532
6498;75015;RUE DES MORILLONS;RUE;DES MORILLONS;48.832605, 2.301093
6501;75004;BOULEVARD MORLAND;BD;MORLAND;48.849263, 2.364246
6502;75012;PONT MORLAND;PO;MORLAND;48.847054, 2.366246
6503;75011;IMPASSE MORLET;IMP;MORLET;48.851127, 2.395515
6521;75018;RUE DE LA MOSKOVA;RUE;MOSKOVA;48.89686, 2.334675
6540;75015;PLACE DU MOULIN DE JAVEL;PL;MOULIN DE JAVEL;48.840319, 2.271528
6565;75012;CITE MOYNET;CI;MOYNET;48.843595, 2.386131
6578;75016;BOULEVARD MURAT;BD;MURAT;48.84108, 2.256159
6587;75016;RUE DE MUSSET;RUE;DE MUSSET;48.841938, 2.264306
6601;75017;IMPASSE NABOULET;IMP;NABOULET;48.894505, 2.321237
6616;75008;RUE DE NAPLES;RUE;DE NAPLES;48.879501, 2.318179
6621;75008;PLACE DE NARVIK;PL;DE NARVIK;48.876524, 2.31278
6622;75016;RUE NARCISSE DIAZ;RUE;NARCISSE DIAZ;48.846354, 2.271691
6628;75016;AVENUE DES NATIONS UNIES;AV;NATIONS UNIES;48.861105, 2.291408
6636;75012;RUE DE LA NATIVITE;RUE;DE LA NATIVITE;48.835332, 2.386507
6648;75012;TERRASSE DES NEGOCIANTS;TR;DES NEGOCIANTS;
6678;75006;IMPASSE DE NEVERS;IMP;DE NEVERS;48.855316, 2.338571
6685;75017;PLACE DU NICARAGUA;PL;DU NICARAGUA;48.885224, 2.307216
6688;75012;RUE NICOLAI;RUE;NICOLAI;48.835768, 2.393906
6693;75015;RUE NICOLAS CHARLET;RUE;NICOLAS CHARLET;48.842511, 2.314029
6695;75017;RUE NICOLAS CHUQUET;RUE;NICOLAS CHUQUET;48.888584, 2.303256
6696;75011;VILLA NICOLAS DE BLEGNY;VLA;N DE BLEGNY;48.857223, 2.376557
6697;75004;RUE NICOLAS FLAMEL;RUE;NICOLAS FLAMEL;48.858684, 2.349408
6702;75014;CITE NICOLAS POUSSIN;CI;NICOLAS POUSSIN;48.838571, 2.330609
6705;75014;RUE NICOLAS TAUNAY;RUE;NICOLAS TAUNAY;48.823869, 2.319348
6706;75015;JARDIN NICOLE DE HAUTECLOQUE;JAR;N DE HAUTECLOQUE;
6710;75016;HAMEAU NICOLO;HAM;NICOLO;48.858689, 2.279853
6724;75004;ALLEE NIJINSKI;ALL;NIJINSKI;48.855068, 2.356161
6747;75017;RUE NOLLET;RUE;NOLLET;48.887293, 2.320798
6748;75017;SQUARE NOLLET;SQ;NOLLET;48.889136, 2.317241
6757;75019;PASSAGE DU NORD;PAS;DU NORD;48.885075, 2.382447
6758;75018;RUE DU NORD;RUE;DU NORD;48.892957, 2.350718
6777;75002;RUE NOTRE DAME DE RECOUVRANCE;RUE;N D RECOUVRANCE;48.869913, 2.348215
6802;75011;RUE OBERKAMPF;RUE;OBERKAMPF;48.865032, 2.374557
6805;75006;AVENUE DE L OBSERVATOIRE;AV;OBSERVATOIRE;48.84102, 2.336359
6805;75014;AVENUE DE L OBSERVATOIRE;AV;OBSERVATOIRE;48.83975, 2.336561
6809;75016;RUE OCTAVE FEUILLET;RUE;OCTAVE FEUILLET;48.861746, 2.271748
6815;75006;RUE DE L ODEON;RUE;DE L ODEON;48.850919, 2.338698
6817;75008;CITE ODIOT;CI;ODIOT;48.873162, 2.30396
6827;75020;RUE OLIVIER METRA;RUE;OLIVIER METRA;48.873358, 2.393713
6841;75015;RUE D ORADOUR SUR GLANE;RUE;ORADOUR S/ GLANE;48.831211, 2.282702
6859;75004;QUAI D ORLEANS;QU;D ORLEANS;48.851604, 2.354277
6860;75009;SQUARE D ORLEANS;SQ;D ORLEANS;48.880511, 2.330512
6864;75020;RUE DES ORMEAUX;RUE;DES ORMEAUX;48.851021, 2.399916
6877;75020;IMPASSE DES ORTEAUX;IMP;DES ORTEAUX;48.856534, 2.399081
